Date,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-06-09,30,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,137,344,481
2014-06-24,30,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,137,344,481
2016-06-24,30,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,273,688,961
2013-12-07,31,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2015-12-07,31,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2013-06-16,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2015-06-16,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2013-12-15,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2015-12-15,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2014-02-14,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2016-02-14,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2013-08-21,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
2015-08-21,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,935,3249,4184
2013-09-09,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
2015-09-09,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,624,2166,2790
2014-03-01,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
2016-03-01,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
2014-03-01,25,Young Adults (25-34),F,France,Moselle,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,131,344,475
2016-03-01,25,Young Adults (25-34),F,France,Moselle,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,131,344,475
2013-07-15,25,Young Adults (25-34),F,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,137,344,481
2015-07-15,25,Young Adults (25-34),F,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,273,688,961
2014-03-18,25,Young Adults (25-34),F,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,137,344,481
2016-03-18,25,Young Adults (25-34),F,France,Loiret,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,137,344,481
2014-04-01,31,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,66,344,410
2016-04-01,31,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,66,344,410
2016-04-01,31,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,133,688,821
2014-05-21,35,Adults (35-64),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,99,344,443
2016-05-21,35,Adults (35-64),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,99,344,443
2014-04-19,35,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2016-04-19,35,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2014-05-13,35,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2016-05-13,35,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2014-05-18,26,Young Adults (25-34),M,France,Garonne (Haute),Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,516,1083,1599
2016-05-18,26,Young Adults (25-34),M,France,Garonne (Haute),Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,1032,2166,3198
2012-07-20,29,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,411,1426,1837
2011-07-20,29,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,616,2139,2755
2014-05-18,29,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,205,713,918
2016-05-18,29,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,411,1426,1837
2014-05-25,29,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,205,713,918
2016-05-25,29,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,205,713,918
2013-07-09,25,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,158,344,502
2015-07-09,25,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,316,688,1004
2013-08-30,28,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,99,344,443
2015-08-30,28,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,99,344,443
2013-08-26,28,Young Adults (25-34),F,France,Loir et Cher,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,284,713,997
2015-08-26,28,Young Adults (25-34),F,France,Loir et Cher,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,284,713,997
2013-11-14,24,Youth (<25),F,France,Somme,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,99,344,443
2015-11-14,24,Youth (<25),F,France,Somme,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,99,344,443
2013-12-29,27,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2015-12-29,27,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,316,688,1004
2014-02-19,27,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2016-02-19,27,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2013-12-01,31,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2015-12-01,31,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2014-02-02,31,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2016-02-02,31,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2014-05-30,31,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
2016-05-30,31,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540,475,1032,1507
2014-03-13,31,Young Adults (25-34),M,France,Val de Marne,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,172,713,885
2016-03-13,31,Young Adults (25-34),M,France,Val de Marne,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,172,713,885
2014-04-15,35,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2016-04-15,35,Adults (35-64),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2012-03-06,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,198,688,886
2011-03-06,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",4,344,540,395,1376,1771
2012-06-21,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,198,688,886
2011-06-21,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",4,344,540,395,1376,1771
2013-06-27,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2015-06-27,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2013-08-28,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2015-08-28,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2014-05-16,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2016-05-16,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2014-05-21,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2016-05-21,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
2014-05-02,24,Youth (<25),F,France,Charente-Maritime,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,185,344,529
2016-05-02,24,Youth (<25),F,France,Charente-Maritime,Bikes,Road Bikes,"Road-750 Black, 58",3,344,540,556,1032,1588
2014-05-11,25,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2016-05-11,25,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 44",3,713,1120,616,2139,2755
2012-11-16,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,411,1426,1837
2011-11-16,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2013-10-07,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2015-10-07,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2013-10-30,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2015-10-30,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",3,713,1120,616,2139,2755
2014-01-20,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2016-01-20,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2014-06-23,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2016-06-23,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2014-06-25,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2016-06-25,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918
2013-02-21,27,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,205,713,918
2015-02-21,27,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,205,713,918
2014-06-05,27,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,205,713,918
2016-06-05,27,Young Adults (25-34),F,France,Seine et Marne,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,205,713,918
2013-07-27,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2015-07-27,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2013-11-26,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2015-11-26,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2014-05-15,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
2016-05-15,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,411,1426,1837
2013-07-09,26,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,99,344,443
2015-07-09,26,Young Adults (25-34),M,France,Somme,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,198,688,886
2013-09-23,35,Adults (35-64),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,66,344,410
2015-09-23,35,Adults (35-64),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,66,344,410
2014-01-16,27,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, L",17,26,70,665,442,1107
2016-01-16,27,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, L",16,26,70,626,416,1042
2013-12-20,26,Young Adults (25-34),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",16,26,70,558,416,974
2015-12-20,26,Young Adults (25-34),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",17,26,70,593,442,1035
2013-08-17,35,Adults (35-64),F,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,35,26,61
2015-08-17,35,Adults (35-64),F,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",2,26,70,70,52,122
2014-04-05,42,Adults (35-64),M,France,Val d'Oise,Clothing,Shorts,"Women's Mountain Shorts, L",14,26,70,410,364,774
2016-04-05,42,Adults (35-64),M,France,Val d'Oise,Clothing,Shorts,"Women's Mountain Shorts, L",16,26,70,469,416,885
2013-08-08,60,Adults (35-64),F,France,Seine et Marne,Clothing,Shorts,"Women's Mountain Shorts, S",21,26,70,659,546,1205
2015-08-08,60,Adults (35-64),F,France,Seine et Marne,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,565,468,1033
2013-08-06,57,Adults (35-64),M,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, M",30,26,70,1236,780,2016
2015-08-06,57,Adults (35-64),M,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, M",29,26,70,1195,754,1949
2014-02-07,56,Adults (35-64),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, L",15,26,70,618,390,1008
2016-02-07,56,Adults (35-64),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, L",12,26,70,494,312,806
2014-03-08,36,Adults (35-64),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,39,26,65
2016-03-08,36,Adults (35-64),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, L",3,26,70,117,78,195
2013-11-02,28,Young Adults (25-34),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, L",27,26,70,848,702,1550
2015-11-02,28,Young Adults (25-34),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, L",26,26,70,816,676,1492
2013-09-22,28,Young Adults (25-34),M,France,Yveline,Clothing,Shorts,"Women's Mountain Shorts, M",17,26,70,462,442,904
2015-09-22,28,Young Adults (25-34),M,France,Yveline,Clothing,Shorts,"Women's Mountain Shorts, M",19,26,70,517,494,1011
2013-08-22,46,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",19,26,70,597,494,1091
2015-08-22,46,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",16,26,70,502,416,918
2013-08-01,29,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,704,468,1172
2015-08-01,29,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, S",16,26,70,626,416,1042
2013-11-14,29,Young Adults (25-34),M,France,Loiret,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,36,26,62
2015-11-14,29,Young Adults (25-34),M,France,Loiret,Clothing,Shorts,"Women's Mountain Shorts, L",1,26,70,36,26,62
2013-07-21,23,Youth (<25),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",29,26,70,1012,754,1766
2015-07-21,23,Youth (<25),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",29,26,70,1012,754,1766
2013-12-29,17,Youth (<25),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",7,26,70,244,182,426
2015-12-29,17,Youth (<25),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",4,26,70,140,104,244
2014-05-20,17,Youth (<25),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, S",2,26,70,82,52,134
2016-05-20,17,Youth (<25),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, S",1,26,70,41,26,67
2013-11-06,17,Youth (<25),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, S",3,26,70,94,78,172
2015-11-06,17,Youth (<25),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, S",3,26,70,94,78,172
2013-10-04,32,Young Adults (25-34),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",22,26,70,768,572,1340
2015-10-04,32,Young Adults (25-34),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",19,26,70,663,494,1157
2014-02-02,29,Young Adults (25-34),F,France,Somme,Clothing,Shorts,"Women's Mountain Shorts, L",23,26,70,722,598,1320
2016-02-02,29,Young Adults (25-34),F,France,Somme,Clothing,Shorts,"Women's Mountain Shorts, L",21,26,70,659,546,1205
2014-06-16,34,Young Adults (25-34),F,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",20,26,70,698,520,1218
2016-06-16,34,Young Adults (25-34),F,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",17,26,70,593,442,1035
2014-01-21,44,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",29,26,70,911,754,1665
2016-01-21,44,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",26,26,70,816,676,1492
2013-09-27,44,Adults (35-64),M,France,Pas de Calais,Clothing,Shorts,"Women's Mountain Shorts, S",3,26,70,101,78,179
2015-09-27,44,Adults (35-64),M,France,Pas de Calais,Clothing,Shorts,"Women's Mountain Shorts, S",3,26,70,101,78,179
2013-12-15,45,Adults (35-64),F,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, M",9,26,70,352,234,586
2015-12-15,45,Adults (35-64),F,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, M",6,26,70,235,156,391
2013-08-15,46,Adults (35-64),F,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, S",25,26,70,785,650,1435
2015-08-15,46,Adults (35-64),F,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, S",22,26,70,691,572,1263
2014-07-19,46,Adults (35-64),F,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, S",3,26,70,94,78,172
2016-07-19,46,Adults (35-64),F,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, S",1,26,70,31,26,57
2014-01-11,47,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",10,26,70,349,260,609
2016-01-11,47,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",9,26,70,314,234,548
2013-09-28,23,Youth (<25),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, L",18,26,70,704,468,1172
2015-09-28,23,Youth (<25),M,France,Hauts de Seine,Clothing,Shorts,"Women's Mountain Shorts, L",20,26,70,782,520,1302
2013-09-21,22,Youth (<25),M,France,Yveline,Clothing,Shorts,"Women's Mountain Shorts, L",9,26,70,245,234,479
2015-09-21,22,Youth (<25),M,France,Yveline,Clothing,Shorts,"Women's Mountain Shorts, L",9,26,70,245,234,479
2013-11-30,24,Youth (<25),M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",8,26,70,251,208,459
2015-11-30,24,Youth (<25),M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",9,26,70,283,234,517
2013-10-17,36,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, L",22,26,70,691,572,1263
2015-10-17,36,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, L",23,26,70,722,598,1320
2013-08-08,36,Adults (35-64),M,France,Loiret,Clothing,Shorts,"Women's Mountain Shorts, L",13,26,70,472,338,810
2015-08-08,36,Adults (35-64),M,France,Loiret,Clothing,Shorts,"Women's Mountain Shorts, L",13,26,70,472,338,810
2014-07-03,62,Adults (35-64),M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",11,26,70,345,286,631
2016-07-03,62,Adults (35-64),M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",10,26,70,314,260,574
2013-09-16,39,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",7,26,70,244,182,426
2015-09-16,39,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",6,26,70,209,156,365
2013-09-27,40,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",15,26,70,471,390,861
2015-09-27,40,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",17,26,70,534,442,976
2014-06-15,41,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",30,26,70,942,780,1722
2016-06-15,41,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",32,26,70,1005,832,1837
2014-07-11,41,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",12,26,70,419,312,731
2016-07-11,41,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",12,26,70,419,312,731
2013-09-26,56,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,628,468,1096
2015-09-26,56,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",20,26,70,698,520,1218
2014-05-07,56,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",18,26,70,565,468,1033
2016-05-07,56,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",19,26,70,597,494,1091
2013-11-08,37,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",25,26,70,785,650,1435
2015-11-08,37,Adults (35-64),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",22,26,70,691,572,1263
2014-02-11,37,Adults (35-64),M,France,Moselle,Clothing,Shorts,"Women's Mountain Shorts, M",10,26,70,356,260,616
2016-02-11,37,Adults (35-64),M,France,Moselle,Clothing,Shorts,"Women's Mountain Shorts, M",12,26,70,427,312,739
2013-08-21,38,Adults (35-64),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, M",25,26,70,1030,650,1680
2015-08-21,38,Adults (35-64),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, M",26,26,70,1071,676,1747
2013-10-29,28,Young Adults (25-34),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,742,468,1210
2015-10-29,28,Young Adults (25-34),F,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, S",15,26,70,618,390,1008
2013-10-14,24,Youth (<25),F,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",12,26,70,419,312,731
2015-10-14,24,Youth (<25),F,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, S",9,26,70,314,234,548
2013-08-22,23,Youth (<25),F,France,Val de Marne,Clothing,Shorts,"Women's Mountain Shorts, S",2,26,70,59,52,111
2015-08-22,23,Youth (<25),F,France,Val de Marne,Clothing,Shorts,"Women's Mountain Shorts, S",4,26,70,117,104,221
2013-12-25,17,Youth (<25),M,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, S",11,26,70,453,286,739
2015-12-25,17,Youth (<25),M,France,Essonne,Clothing,Shorts,"Women's Mountain Shorts, S",9,26,70,371,234,605
2013-12-31,17,Youth (<25),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",30,26,70,942,780,1722
2015-12-31,17,Youth (<25),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",30,26,70,942,780,1722
2014-05-14,25,Young Adults (25-34),M,France,Garonne (Haute),Clothing,Shorts,"Women's Mountain Shorts, M",12,26,70,478,312,790
2016-05-14,25,Young Adults (25-34),M,France,Garonne (Haute),Clothing,Shorts,"Women's Mountain Shorts, M",13,26,70,517,338,855
2013-11-03,25,Young Adults (25-34),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",27,26,70,942,702,1644
2015-11-03,25,Young Adults (25-34),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, L",28,26,70,977,728,1705
2014-05-03,26,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, L",25,26,70,785,650,1435
2016-05-03,26,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, L",23,26,70,722,598,1320
2014-01-25,24,Youth (<25),F,France,Moselle,Clothing,Shorts,"Women's Mountain Shorts, S",21,26,70,748,546,1294
2016-01-25,24,Youth (<25),F,France,Moselle,Clothing,Shorts,"Women's Mountain Shorts, S",22,26,70,783,572,1355
2013-10-28,23,Youth (<25),M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",21,26,70,659,546,1205
2015-10-28,23,Youth (<25),M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,565,468,1033
